ERTL;Duisburg Ruhrtal;Ruhrtal;Abzw
ERTN;Rüthen;Rüthen;NE-Bf
ERUD;Wilnsdorf-Rudersdorf;Wilns-Rudersdorf;Bf
ERWH;Hagen RWE;RWE /Hagen;Awanst
ERWK;Iserlohn-Hennen RWE;RWE /Iserl;Anst
ESCF;Scheuerfeld (Sieg);Scheuerfeld;Bf
ESCT;Schutzbach;Schutzbach;NE-Hp
ESCW;Scheuerfeld Westerwaldbahn;Scheuerfld Wbahn;NE-Bf
ESDD;Salchendorf (b Deuz);Salchendorf/Deuz;NE-Bf
ESDH;Sendenhorst;Sendenhorst;NE-Bf
ESDM;Sudmühle;Sudmühle;Bf
ESDS;Salchendorf (Kr Siegen);Salchendorf/Kr S;NE-Bf
ESEK;Bielefeld-Sieker Edeka Großmarkt;Sieker Edeka GM;Awanst
ESEL;Sennelager;Sennelager;Bf
ESES;Sennestadt;Sennestadt;Bf
ESHO;Schloß Holte;Schloß Holte;Bf
ESI;Duisburg Sigle;Sigle;Abzw
ESIE;Siegen Hbf;Siegen Hbf;Bf
ESIG;Siegen Ost Gbf;Siegen Ost Gbf;Bf
ESIH;Siedlinghausen;Siedlinghausen;Bf
ESIS;Siegen - Stadt Siegen;Stadt Siegen;Awanst
ESKB;Dortmund Schnettkerbrücke;Schnettkerbrücke;Abzw
ESML;Stemel;Stemel;NE-Bf
ESNH;Schloß Neuhaus;Schloß Neuhaus;Awanst
ESOT;Soest;Soest;Bf
ESPN;Spellen (Niederrhein);Spellen;Bf
ESRO;Schwerte (Ruhr) Ost;Schwerte Ost;Bf
ESRT;Schwerte (Ruhr);Schwerte(Ruhr);Bf
ESRTF;Schwerte West;Schwerte West;Bft
ESTG;Steinhagen (Westf);Steinhagen/Westf;Bf
ESTK;Stockum (Bz Münster,Westf);Stockum;NE-Bf
ESTR;Bochum Stockumer Straße;Stockumer Straße;Abzw
ESUD;Sundern (Sauerland);Sundern/Sauerl;NE-Bf
ESW;Siegen-Weidenau;Siegen-Weidenau;Bf
ESWH;Siegen-Weidenau-Herrenwiese;Weidenau-Herrenw;NE-Bf
ESWV;Siegen-Weidenau Vorbf;Weidenau Vorbf;NE-Bf
ESYB;Sythen Bbf;Sythen Bbf;Bf
ESZK;Salzkotten;Salzkotten;Bf
ETEL;Telgte;Telgte;Bf
ETHY;Hattingen (Ruhr) Thyssen;Thyssen (Hatt);NE-Anst
ETIE;Tiefenbroich;Tiefenbroich;Abzw
EUK;Unna-Königsborn;Unna-Königsborn;Bf
EULD;Uelde;Uelde;NE-Bf
EUN;Unna;Unna;Bf
EUNT;Uentrop Süd;Uentrop Süd;NE-Bf
EUR;Gronau (Westf) Urenco;Urenco;Awanst
EUTP;Uentrop;Uentrop;NE-Bf
EVR;Verl (Bz Detmold);Verl/Bz Detmold;NE-Bf
EVRM;Versmold;Versmold;NE-Bf
EVRS;Varensell;Varensell;NE-Bf
EVWG;Gronau VEW;VEW /Gronau;Awanst
EVWM;Borghorst (Westf) VEW;VEW /Münster/W;Awanst
EVWT;Dortmund VEW;VEW /Dortmund;Awanst
EVWU;Unna VEW;VEW /Unna;Anst
EVWW;Bigge VEW;VEW /Winterberg;Awanst
EWAB;Wanne Brennerstraße;Wanne Brennerstr;NE-Bf
EWAD;Wanne Osthafen;Wanne Osthafen;NE-Bf
EWAF;Warendorf;Warendorf;Bf
EWAH;Wanne Herzogstraße;Wanne Herzogstr;NE-Bf
EWAN;Wanne-Eickel Hbf;Wanne-E Hbf;Bf
EWANB;Wanne-Eickel Bro;Wanne-E Bro;Bft
EWANF;Wanne-Eickel Wof;Wanne-E Wof;Bft
EWANN;Wanne-Eickel Nwt;Wanne-E Nwt;Bft
EWANS;Wanne-Eickel Sot;Wanne-E Sot;Bft
EWANT;Wanne-Eickel Wst;Wanne-E Wst;Bft
EWANW;Wanne-Eickel Westberg;Wanne-E Westberg;Bft
EWANY;Wanne-Eickel Bro/Sot;W-Eickel Bro/Sot;Bft
EWAW;Wanne Westhafen;Wanne Westhafen;NE-Bf
EWAZ;Oberhausen Walzwerk;Walzwerk;Abzw
EWBC;Wolbeck;Wolbeck;NE-Bf
EWDL;Wadersloh;Wadersloh;NE-Bf
EWEF;Westhofen (Westf);Westhofen;Bf
EWER;Werl;Werl;Bf
EWES;Wesel;Wesel;Bf
EWFR;Wanne Unser Fritz;Wa Unser Fritz;Bft
EWGD;Würgendorf;Würgendorf;Bf
EWGO;Wengern Ost;Wengern Ost;Bf
EWHL;Werdohl;Werdohl;Bf
EWIC;Wickede (Ruhr);Wickede (Ruhr);Bf
EWIN;Wissen (Sieg);Wissen/Sieg;Bf
EWIT;Witten Hbf;Witten Hbf;Bf
EWLS;Walsum;Walsum;Bf
EWMI;Lippstadt Westfälische Metallindustrie;WMI /Lippstadt;Anst
EWMN;Wennemen;Wennemen;Bf
EWRN;Werne (a d Lippe);Werne/Lippe;Bf
EWRNA;Werne (a d Lippe) Anst Stadt;Stadt Werne;Bft
EWRS;Warstein;Warstein;NE-Bf
EWRT;Werne (a d Lippe) Ost;Werne(Lippe)Ost;NE-Bf
EWSE;Kirchhundem Welschen Ennest;Kirch.-Welsch.E.;Bf
EWSH;Westerholt;Westerholt;Bf
EWTB;Winterberg (Westf);Winterberg;Bf
FAFD;Alsfeld (Oberhess);Alsfeld/Oberhess;Bf
FAH;Assmannshausen;Assmannshausen;Bf
FAHM;Alsheim;Alsheim;Bf
FAL;Aßlar;Aßlar;Bf
FALD;Allendorf (Eder);Allendorf (Eder);Bf
FALS;Albshausen;Albshausen;Bf
FALZ;Alzey;Alzey;Bf
FAR;Bad Arolsen;Bad Arolsen;Bf
FARM;Armsheim;Armsheim;Bf
FAS;Assenheim (Oberhess);Assenheim/Oberh;Bf
FAST;Altenstadt (Hess);Altenstadt/Hess;Bf
FAUM;Aumenau;Aumenau;Bf
FAVI;Allendorf (Eder) Viessmann 2;Viessmann 2;Anst
FAZB;Alzenau Burg;Alzenau Burg;NE-Hp
FAZU;Alzenau (Unterfr);Alzenau(Unterfr);NE-Bf
FAZUN;Alzenau Nord;Alzenau Nord;NE-Hp
FAZW;Alzey West;Alzey West;NE-Hp
FB;Bebra;Bebra;Bf
FB A;Bebra Pbf/Rbf Ültg;Bebra Pbf/Rbf Ül;Bft
FB B;Bebra Berg;Bebra Rbf Berg;Bft
FB O;Bebra Ost;Bebra Ost;Bft
FB R;Bebra Rbf;Bebra Rbf;Bft
FB S;Bebra Berg (Gleis 132);Bebra Berg Gl132;Bft
FBA;Babenhausen (Hess);Babenhausen;Bf
FBAD;Balduinstein;Balduinstein;Bf
FBAH;Balhorn;Balhorn;NE-Bf
FBAN;Bannberscheid-Staudt;Bannberschd-St;Anst
FBAU;Bensheim-Auerbach;Bensheim-Auerb;Bf
FBBM;Biebesheim;Biebesheim;Bf
FBCH;Bacharach;Bacharach;Bf
FBDG;Büdingen (Oberhess);Büdingen (Oberh);Bf
FBDR;Büdesheim-Dromersheim;Büdesh-Dromersh;Abzw
FBEF;Malsfeld-Beiseförth;Malsf-Beiseförth;Bf
FBEI;Beienheim;Beienheim;Bf
FBGK;Bingen (Rhein) Hbf;Bingen (Rh) Hbf;Bf
FBGKV;Bingen (Rhein) Vorbahnhof;Bingen (Rh) Vbf;Bft
FBGN;Bingen (Rhein) Stadt;Bingen(Rh) Stadt;Bf
FBGO;Bingen (Rhein) Ost;Bingen (Rh) Ost;Awanst
FBGR;Baunatal-Großenritte;Baunat-Gr ritte;NE-Bf
FBGU;Bingen (Rhein) Unterwerk;Bingen (Rh) Uwk;Awanst
FBH;Bensheim;Bensheim;Bf
FBHF;Bad Hersfeld;Bad Hersfeld;Bf
FBI;Bickenbach (Bergstr);Bickenbach;Bf
FBI N;Bickenbach Nord;Bickenbach Nord;Bft
FBIK;Biedenkopf;Biedenkopf;Bf
FBK;Bruchköbel;Bruchköbel;Bf
FBKB;Bad Hersfeld Kreisbahn;Bad Hersfd Kreis;NE-Bf
FBL;Biblis;Biblis;Bf
FBLA;Bebra-Blankenheim;Bebra-Blankenhm;Bft
FBLK;Blankenbach;Blankenbach;NE-Bf
FBNA;Bad Nauheim;Bad Nauheim;Bf
FBNN;Bad Nauheim Nord;Bad Nauheim Nord;NE-Bf
FBNU;Buchenau (Lahn);Buchenau (Lahn);Bf
FBOD;Bodenheim;Bodenheim;Bf
FBOK;Borken (Hess);Borken (Hess);Bf
FBRB;Breitenbach (Kr Kassel);Breitenbach(Ksl);NE-Bf
FBRD;Brandoberndorf;Brandoberndorf;NE-Hp
FBRM;Breckenheim;Breckenheim;Abzw
FBRS;Raunheim Brunnenschneise;Brunnenschneise;Abzw
FBSD;Bad Sooden-Allendorf;Bad Sooden-Alldf;Bf
FBSN;Darmstadt Bergschneise;Bergschneise;Abzw
FBSO;Bad Soden (Taunus);Bad Soden (Ts);Bf
FBSS;Bad Soden-Salmünster;Bad Soden-Salm;Bf
FBTB;Breitenbach (Herzberg);Breitenb (Herzb);Bf
FBTG;Battenberg;Battenberg;Bf
FBTL;Baunatal;Baunatal;NE-Bf
FBU;Bebra Umladebahnhof;Bebra Umladebf;Bf
FBUD;Budenheim;Budenheim;Bf
FBUE;Bürstadt;Bürstadt;Bf
FBUH;Burghaun (Kr Hünfeld);Burghaun;Bf
FBUS;Dreieich-Buchschlag;Dreieich-Buchsch;Bf
FBWD;Bad Wildungen;Bad Wildungen;Bf
FBZ;Butzbach;Butzbach;Bf
FBZN;Butzbach Nord;Butzbach Nord;NE-Anst
FBZO;Butzbach Ost;Butzbach Ost;NE-Bf
FCA;Bad Camberg;Bad Camberg;Bf
FCG;Cornberg;Cornberg;Bf
FCOE;Cölbe;Cölbe;Bf
FCX;Raunheim Caltex;Caltex;Abzw
FD;Darmstadt Hbf;Darmstadt Hbf;Bf
FD G;Darmstadt Gbf;Darmstadt Gbf;Bft
FDA;Darmstadt-Arheilgen;Da-Arheilgen;Bf
FDAR;Darmstadt-Griesheim Röhm;Röhm Anst;Anst
FDE;Darmstadt-Eberstadt;Da-Eberstadt;Bf
FDE N;Darmstadt-Eberstadt Nord;Da-Eberst Nord;Bft
FDET;Dettingen (Main);Dettingen (Main);Bf
FDF;Driedorf (Dillkr);Driedorf(Dillkr);Bf
FDG;Groß-Gerau-Dornberg;Gr-Gerau-Dornbg;Bf
FDI;Dieburg;Dieburg;Bf
FDIL;Dillenburg;Dillenburg;Bf
FDILS;Dillenburg Stw Ds;Dillenbg Stw Ds;Bft
FDIZ;Diez;Diez;Bf
FDK;Darmstadt-Kranichstein;Da-Kranichstein;Bf
FDN;Darmstadt Nord;Darmstadt Nord;Bf
FDO;Darmstadt Ost;Darmstadt Ost;Bf
FDST;Dillenburg Stahlwerk;Dillenb Stahlw;Anst
FDTH;Dutenhofen (Kr Wetzlar);Dutenhofen/Wetz;Bf
FDZ;Dietzenbach Bahnhof;Dietzenbach Bf;Bft
FDZM;Dietzenbach-Mitte;Dietzenb-Mitte;Bf
FDZS;Dietzenbach-Steinberg;Dietzenb-Steinb;Bft
FEG;Eschwege;Eschwege;NE-Bf
FEGW;Eschwege West;Eschwege West;Bf
FEGWS;Eschwege-Stegmühle;Eschw-Stegmühle;Abzw
FEGWW;Eschwege-Wehre;Eschw-Wehre;Abzw
FEHH;Ehringshausen (Oberhess);Ehringshsn(Obhe);Bf
FEHR;Ehringshausen (Kr Wetzlar);Ehringshsn/Kr We;Bf
FEIM;Klein-Gerau Eichmühle;Eichmühle;Bft Abzw
FEKB;Gießen Erdkauterweg Bieber;Gi Erdk Bieber;Awanst
FEKM;Gießen Erdkauterweg MTG;Gi Erdk MTG;Awanst
FEL;Elm;Elm;Bf
FELH;Elgershausen;Elgershausen;NE-Bf
FELT;Eltville;Eltville;Bf
FELTO;Eltville Ost;Eltville Ost;Bft
FEMS;Bad Ems;Bad Ems;Bf
FEMT;Emstal;Emstal;NE-Bf
FEN;Eschhofen;Eschhofen;Bf
FEP;Eppstein;Eppstein;Bf
FEPP;Eppelsheim (Rheinhess);Eppelsheim/Rhhes;Bf
FERA;Enspel Adrian;Enspel Adrian;Awanst
FERO;Erbach (Odenw);Erbach (Odenw);Bf
FERU;Enspel Uhrmacher;Enspel Uhrmacher;Anst
FERW;Nistertal-Bad Marienberg;Nistertal-B Mbg;Bf
FES;Eschborn;Eschborn;Bft
FEST;Eschenstruth;Eschenstruth;NE-Bf
FEZ;Erzhausen;Erzhausen;Bf
FEZL;Echzell;Echzell;Bf
FF;Frankfurt (Main) Hbf;Frankfurt(M) Hbf;Bf
FF A;Frankfurt (Main) Abstellanlage;Ffm Abstellanl;Bft
FF H;Frankfurt (Main) Hoch/Tief;Frankfurt(M) H/T;Bft
FFAA;Frankfurt (Main) Autobahn A5;Ffm Autobahn;Abzw
FFAN;Fachingen (Lahn);Fachingen (Lahn);Bf
FFAU;Frankfurt (Main) Außenbahnhof;Ffm Hbf Außenbf;Bft
FFAW;Frankfurt-Höchst Farbwerke;Ff-Höchst Farbw;Bft
FFAWA;Frankfurt-Höchst Farbwerke Ültg;Ff-Höchst Farb Ü;Bft
FFD;Flieden;Flieden;Bf
FFDF;Faßdorf;Faßdorf;Abzw
FFESN;Frankfurt-Eschersheim Nord;Ff-Eschersh Nord;Awanst
FFG;Friedberg (Hess);Friedberg (Hess);Bf
FFG H;Friedberg Hohl;Friedberg Hohl;Bft
FFGA;Frankfurt (Main) Galluswarte;Ffm Galluswarte;Bf
FFGH;Friedberg Görbelheim;Fbg Görbelheim;Abzw
FFH;Flörsheim (Main);Flörsheim (Main);Bf
FFLF;Frankfurt am Main Flughafen Fernbahnhof;Ffm Flughf Fbf;Bf
FFLU;Frankfurt am Main Flughafen Regionalbf;Ffm Flughf Regio;Bf
FFMK;Frankfurt-Mainkur;Ff-Mainkur;Bf
FFO;Frankfurt (Main) Ost;Frankfurt(M) Ost;Bf
FFO G;Frankfurt (Main) Ost Gbf;Ffm Ost Gbf;Bft
FFO U;Frankfurt (Main) Ost Umschlagbahnhof;Ffm Ost Ubf;Bft
FFO V;Frankfurt (Main) Ost Vorbahnhof;Ffm Ost Vbf;Bft
FFOR;Forsthaus (Frankfurt);Forsthaus;Abzw
FFRD;Friedensdorf (Lahn);Friedensdorf (L);Bf
FFRH;Freimersheim;Freimersheim;NE-Hp
FFRI;Friedrichsdorf (Taunus);Friedrichsdf(Ts);Bf
FFRK;Frankenberg (Eder);Frankenbg (Eder);Bf
FFRL;Fronhausen (Lahn);Fronhausen (La);Bf
FFS;Frankfurt (Main) Süd;Ffm Süd;Bf
FFS A;Frankfurt (Main) Süd Abstellbahnhof;Ffm Süd Abstbf;Bft
FFT;Frankfurt (Main) Hbf (tief);Ffm Hbf (tief);Bft
FFTA;Frankfurt (Main) Taunusanlage;Ffm Taunusanlage;Bft
FFU;Fulda;Fulda;Bf
FFU B;Fulda Bronnzell;Fulda(Bronnzell);Bft
FFU G;Fulda Gbf;Fulda Gbf;Bft
FFU N;Fulda SFS Nord;Fulda SFS Nord;Bft
FFU W;Fulda Gbf (W 123);Fulda Gbf (W123);Bft
FFUE;Fürstenhagen (Hess-Nassau);Fürstenhg (He-N);NE-Bf
FFW;Frankfurt (Main) West;Ffm West;Bf
FFW A;Frankfurt (Main) West S-Bahn Überltg;Ffm W S-B Überl;Bft
FFZ;Fritzlar;Fritzlar;Bf
FFZR;Frankfurt-Zehn Ruten;Ff-Zehn Ruten;Awanst
FG;Gießen;Gießen;Bf
FG B;Gießen Pbf/Rbf Ültg II;Gießen II Pbf/Rb;Bft
FG R;Gießen Gbf;Gießen Gbf;Bft
FGAL;Gau Algesheim;Gau Algesheim;Bf
FGAM;Gambach (Hess);Gambach (Hess);NE-Bf
FGB;Gießen-Bergwald;Gießen-Bergwald;Bft
FGBB;Groß Bieberau;Groß Bieberau;NE-Bf
FGDH;Goldhausen;Goldhausen;Bf
FGE;Riedstadt-Goddelau;Riedst-Goddelau;Bf
FGEF;Gensungen-Felsberg;Gensungen-Felsbg;Bf
FGEL;Gelnhausen;Gelnhausen;Bf
FGER;Groß-Gerau;Groß-Gerau;Bf
FGERO;Groß-Gerau Ost;Groß-Gerau Ost;Bft
FGEV;Gießen Europaviertel;Gießen Europav;Awanst
FGFL;Gießen Anschluß Flughafen;Gießen An Flughf;Awanst
FGHA;Gensingen-Horrweiler Abzw;Gens-Horrw;Abzw
FGHF;Götzenhof;Götzenhof;Bf
FGHM;Gernsheim;Gernsheim;Bf
FGHS;Gensingen-Horrweiler Sonderlager;Gens-Horrw Sond;Awanst
FGK;Großkrotzenburg;Großkrotzenburg;Bf
FGKA;Groß Karben;Groß Karben;Bf
FGL;Großen Linden;Großen Linden;Bf
FGLR;Großenlüder;Großenlüder;Bf
FGLRI;Großenlüder Industriegleis;Großenl Ind Gl;Awanst
FGM;Frankfurt-Griesheim;Ff-Griesheim;Bf
FGOR;Rödermark RWE Götzenhain;RWE Götzenhain;Awanst
FGOZ;Dreieich-Götzenhain;Dreieich-Götzenh;Bf
FGR;Grävenwiesbach;Grävenwiesbach;NE-Bf
FGRB;Großen Buseck;Großen Buseck;Bf
FGRD;Griedel;Griedel;NE-Bf
FGRF;Edermünde-Grifte;Edermünde-Grifte;Bf
FGRG;Grünberg (Oberhess);Grünbg (Oberhe);Bf
FGRI;Großen Buseck Industriestammgleis;Gr Buseck Indgl;Awanst
FGRO;Groß Rohrheim;Groß Rohrheim;Bf
FGRU;Groß-Umstadt Mitte;Gr-Umstadt Mitte;Bf
FGSM;Geisenheim;Geisenheim;Bf
FGSN;Grebenstein;Grebenstein;Bf
FGTH;Baunatal-Guntershausen;B-Guntershausen;Bf
FGUB;Guntersblum;Guntersblum;Bf
FGUR;Gutleuthof;Gutleuthof;Bft Abzw
FH;Hanau Hbf;Hanau Hbf;Bf
FH M;Hanau Mainbrücke;Hanau Mainbrücke;Bft
FH N;Hanau Nordseite;Hanau Nordseite;Bft
FH S;Hanau Südseite;Hanau Südseite;Bft
FHAD;Hadamar;Hadamar;Bf
FHAS;Hattersheim (Main);Hattersheim (M);Bf
FHAT;Hattenheim;Hattenheim;Bf
FHAU;Frankfurt (Main) Hauptwache;Ffm Hauptwache;Bft
FHBH;Heimboldshausen;Heimboldshausen;Bf
FHC;Hoheneiche;Hoheneiche;Bf
FHD;Maintal Ost;Maintal Ost;Bf
FHDT;Hainburg-Hainstadt;Hainb-Hainstadt;Bf
FHEB;Heinebach;Heinebach;Bf
FHED;Hedemünden;Hedemünden;Bf
FHEH;Ahnatal-Heckershausen;Ahnatal-Heckersh;Bf
FHF;Hofheim (Taunus);Hofheim (Taunus);Bf
FHFG;Hofgeismar;Hofgeismar;Bf
FHG;Haiger;Haiger;Bf
FHGO;Haiger Obertor;Haiger Obertor;Bft
FHL;Hasselborn;Hasselborn;NE-Hp
FHLO;Hessisch Lichtenau Orthopädische Klinik;Lichtenau O Kl;NE-Bf
FHM;Hochheim (Main);Hochheim (Main);Bf
FHMD;Hann Münden;Hann Münden;Bf
FHME;Hailer-Meerholz;Hailer-Meerholz;Bf
FHMM;Hofgeismar-Hümme;Hofgeism-Hümme;Bf
FHN;Hanau Nord;Hanau Nord;Bf
FHNB;Wildeck-Hönebach;Wildeck-Hönebach;Bf
FHO;Bad Homburg;Bad Homburg;Bf
FHOE;Frankfurt-Höchst;Ff-Höchst;Bf
FHOEA;Frankfurt-Höchst Pbf/Gbf Ültg;Ff-Höchst Pbf/Gb;Bft
FHOEG;Frankfurt-Höchst Gbf;Ff-Höchst Gbf;Bft
FHOES;Frankfurt-Höchst S-Bahn/Fernbahn;Ff-Höchst S-B/F;Bft
FHOF;Hoof (Kr Kassel);Hoof (Kr Kassel);NE-Bf
FHOR;Hofheim (Ried);Hofheim (Ried);Bf
FHP;Heppenheim (Bergstr);Heppenhm/Bergstr;Bf
FHP N;Heppenheim Nord;Heppenheim Nord;Bft
FHRB;Herborn (Dillkr);Herborn (Dillkr);Bf
FHRG;Heringen (Werra);Heringen (Werra);Bf
FHS;Hausen (Taunus);Hausen (Taunus);NE-Hp
FHSA;Helsa;Helsa;NE-Bf
FHSW;Helsa-Waldhof;Helsa-Waldhof;NE-Bf
FHT;Höchst (Odenw);Höchst (Odenw);Bf
FHUE;Hünfeld;Hünfeld;Bf
FHUG;Hungen;Hungen;Bf
FHUN;Hundstadt;Hundstadt;NE-Hp
FHW;Hanau West;Hanau West;Bft
FHWD;Nidderau;Nidderau;Bf
FHWR;Nidderau (Regio);Nidderau (Regio);Bf
FIH;Fuldatal-Ihringshausen;F-Ihringshausen;Bf
FIL;Ingelheim;Ingelheim;Bf
FIST;Idstein (Taunus);Idstein (Taunus);Bf
FK;Kassel Hbf;Kassel Hbf;Bf
FK H;Kassel Hoch/Tief;Kassel Hoch/Tief;Bft
FK L;Kassel Stw Klb Überleitung;Ksl Stw Klb Ültg;Bft
FKAE;Kälberau;Kälberau;NE-Hp
FKALR;Kassel Altmarkt/Regierungspräsidium;Altmarkt/Regpräs;NE-Hp
FKASK;Kassel Am Stern;Kassel Am Stern;NE-Hp
FKAU;Kaub;Kaub;Bf
FKB;Kerkerbach;Kerkerbach;Bf
FKBB;Kassel-Bettenhausen Bergmann;Ksl-Bettenh Berg;Anst
FKBH;Kassel-Bettenhausen;Ksl-Bettenhausen;Bf
FKBH1;Kassel Betriebshof Sanderhäuser Straße;Betrh Sandh Str;NE-Hp
FKBHA;Kassel Am Kupferhammer;Am Kupferhammer;NE-Hp
FKBHF;Kassel Forstfeldstraße;Forstfeldstraße;NE-Hp
FKBHG;Kassel Kirchgasse;Kirchgasse;NE-Hp
FKBHH;Kassel Sandershäuser Straße;Kassel Sandeshäu;NE-Hp
FKBHI;Kassel Lindenberg;Lindenberg;NE-Hp
FKBHL;Kassel Leipziger Platz;Leipziger Platz;NE-Hp
FKBHW;Kassel Leipziger Platz (Weberhaus);Leipz Pl(Weberh);NE-Hp
FKBS;Korbach Süd;Korbach Süd;Bft
FKBW;Mainz Kaiserbrücke;Kaiserbrücke;Abzw
FKBWO;Mainz Kaiserbrücke Ost;Kaiserbrücke Ost;Abzw
FKCH;Kelsterbach;Kelsterbach;Bf
FKE;Kelkheim;Kelkheim;NE-Bf
FKEM;Kelkheim-Münster;Kelkheim-Münster;NE-Hp
FKFPL;Kassel Friedrichsplatz;Friedrichsplatz;NE-Hp
FKHA;Kirchheimbolanden Hartsteinwerk;Kirchhmbo Hartst;NE-Anst
FKHBS;Kassel Hegelsbergstraße;KS Hegelsbergstr;NE-Hp
FKHFH;Kassel Hauptfriedhof;KS Hauptfriedhof;NE-Hp
FKHM;Kirchheim;Kirchheim;Bf
FKHN;Königshofen (Kahl);Königshofen;NE-Hp
FKHO;Kelkheim-Hornau;Kelkheim-Hornau;NE-Bf
FKHPL;Kassel Holländischer Platz;KS Holländ Platz;NE-Hp
FKHST;Kassel Holländische Straße;KS Holländ Str;NE-Hp
FKI;Bad König;Bad König;Bf
FKIH;Kirchhain (Bz Kassel);Kirchh (Bz Ksl);Bf
FKIR;Kirchheimbolanden;Kirchheimbola;NE-Bf
FKIZ;Wiesbaden Kinzenberg;Kinzenberg;Abzw
FKJK;Kassel Jungfernkopf;Jungfernkopf;Bft
FKKPL;Kassel Königsplatz;Königsplatz;NE-Hp
FKKVG;Kassel Hbf KVG;Kassel Hbf KVG;NE-Bft
FKLM;Kahl (Main);Kahl (Main);Bf
FKLP;Kahl (Main) Privatb;Kahl (M) Privatb;NE-Bf
FKLPK;Kahl Kopp/Heide;Kahl Kopp/Heide;NE-Hp
FKLPL;Kassel Lutherplatz;Lutherplatz;NE-Hp
FKMBS;Kassel Halitplatz;Kassel Halitpl;NE-Hp
FKMP;Kamp-Bornhofen;Kamp-Bornhofen;Bf
FKNH;Kassel-Nordshausen;Ksl-Nordshausen;NE-Bf
FKNZ;Kassel-Niederzwehren;Ksl-Niederzw;Bf
FKNZA;Kassel Auestadion;Auestadion;NE-Hp
FKNZH;Kassel Heinrich-Heine-Straße;Heinr-Heine-Str;NE-Hp
FKNZW;Kassel Am Weinberg;Am Weinberg;NE-Hp
FKO;Kleinostheim;Kleinostheim;Bf
FKOA;Kassel-Oberzwehren (Abzw);Kassel-Oberzw A;Abzw
FKOB;Korbach Hbf;Korbach Hbf;Bf
FKOBI;Korbach Industriestammgleis;Korbach Ind-Stgl;Awanst
FKOBR;Korbach Rangierbereich Werkstatt;Korbach Werkst;Bft
FKOE;Königstein (Taunus);Königstein (Ts);NE-Bf
FKON;Frankfurt (Main) Konstablerwache;Ffm Konstablerw;Bft
FKOO;Kostheim Ost;Kostheim Ost;Abzw
FKOS;Kostheim;Kostheim;Abzw
FKOT;Körle Ost;Körle Ost;Bf
FKP;Köppern;Köppern;NE-Bf
FKPDE;Kassel Platz der Deutschen Einheit;Pl d D Einheit;NE-Hp
FKR;Kassel Rbf;Kassel Rbf;Bf
FKR D;Kassel Rbf Dreibrücken;Ksl Dreibrücken;Bft
FKR N;Kassel Rbf Nord;Kassel Rbf Nord;Bft
FKR S;Kassel Rbf Süd;Kassel Rbf Süd;Bft
FKR T;Kassel Rbf Tal;Kassel Rbf Tal;Bft
FKRAT;Kassel Rathaus;Rathaus;NE-Hp
FKRB;Kassel Rbf Abzw Berg;Kassel Rbf Berg;Abzw
FKRFF;Kassel Rathaus/Fünffensterstraße;Fünffensterstr;NE-Hp
FKRI;Kriftel;Kriftel;Bf
FKRL;Körle;Körle;Bf
FKRLS;Körle Süd;Körle Süd;Bft
FKRO;Kronberg (Taunus);Kronberg (Ts);Bf
FKSMW;Kassel Scheidemannplatz;Kassel Scheidema;NE-Hp
FKUNK;Kassel Unterneustädter Kirchplatz;Unterneust Kirch;NE-Hp
FKW;Kassel-Wilhelmshöhe;Ksl-Wilhelmshöhe;Bf
FKWA;Kassel-Waldau;Kassel-Waldau;Abzw
FKWAI;Kassel-Waldau Industriestammgleis;Kassel-W Ind-gl;Awanst
FKWN;Kassel Nordwest;Kassel Nordwest;Abzw
FKWNA;Kassel Nordwest A;Ksl Nord/West A;Abzw
FKWNB;Kassel Nordwest B;Ksl Nord/West B;Bft Abzw
FKWS;Kassel-Wilhelmshöhe Süd;Ksl-Wilhelmsh S;NE-Bf
FKWSM;Kassel Wilhelmstraße/Stadtmuseum;Wilhelmstraße;NE-Hp
FKWST;Kassel Wiener Straße;KS Wiener Straße;NE-Hp
FKY;Frankfurt am Main Kleyerstraße;Kleyerstraße;Abzw
FL;Limburg (Lahn);Limburg (Lahn);Bf
FLAB;Laubach (Oberhess);Laubach (Obhess);Bf
FLAE;Bebra Lämmerberg Abzw;Lämmerberg;Bft Abzw
FLAH;Langenhahn;Langenhahn;Bf
FLAU;Lauterbach (Hess) Nord;Lauterb (Hess) N;Bf
FLB;Lorsbach;Lorsbach;Bf
FLD;Laudenbach (Kr Witzenhausen);Laudenb/Kr Wihsn;Bf
FLDB;Liederbach;Liederbach;NE-Bf
FLDS;Liederbach Süd;Liederbach Süd;NE-Hp
FLG;Langen (Hess);Langen (Hess);Bf
FLGS;Lang Göns;Lang Göns;Bf
FLI;Lich (Oberhess);Lich (Oberhess);Bf
FLIE;Lieblos;Lieblos;Bf
FLIR;Licherode;Licherode;Bf
FLIS;Limburg (Lahn) Süd;Limburg Süd;Bf
FLO;Lorsch;Lorsch;Bf
FLOE;Löhnberg;Löhnberg;Bf
FLOL;Lollar;Lollar;Bf
FLP;Lampertheim;Lampertheim;Bf
FLR;Lamerden;Lamerden;Bf
FLS;Frankfurt-Louisa;Ff-Louisa;Bf
FLSS;Frankfurt-Louisa S-Bahn;Ff-Louisa S-Bahn;Bf
FLSW;Langenschwarz;Langenschwarz;Bf
FLUE;Lütter;Lütter;Bf
FLY;Loreley;Loreley;Bf
FMAA;Mainaschaff Abzw;Mainaschaff Abzw;Abzw
